County,Office,Candidate,Party,District,Votes
,Town Council Member,Dane V. Lafata,Democratic,CHESTERTON,1188
,Town Council Member,Daniel Blankenship,Democratic,EATON,55
,Town Council Member,Danny L. (Dan) Foster,Democratic,TOWN OF VEEDERSBURG,56
,Town Council Member,Danny T. VanConey Jr,Democratic,TROY,15
,Town Council Member,Dave Morgan,Democratic,Claypool,17
,Town Council Member,David E. Broyles,Democratic,Fairmount At Large,97
,Town Council Member,David Phelps,Democratic,BEVERLY SHORES,227
,Town Council Member,David R Lee,Democratic,BLOOMFIELD DIST 2,54
,Town Council Member,Dean P Stalbaum,Democratic,Wheatfield,54
,Town Council Member,Deborah Mandich-Nowland,Democratic,Cedar Lake,431
,Town Council Member,Debra S Giessler,Democratic,"MONROE 1, MONROE 2, MONROE 3",59
,Town Council Member,Dennis Stork,Democratic,CORYDON,54
,Town Council Member,Diane R (McClure) Smith,Democratic,BRISTOL,58
,Town Council Member,Don Craft,Democratic,PORTER,345
,Town Council Member,Don Gerardot,Democratic,MONROEVILLE,177
,Town Council Member,Donna Brosman,Democratic,"SPEEDWAY 1, SPEEDWAY 2, SPEEDWAY 3, SPEEDWAY 4, SPEEDWAY 5",1106
,Town Council Member,Donna J Watson,Democratic,AMO,28
,Town Council Member,Donna M Norkus,Democratic,BEVERLY SHORES,185
,Town Council Member,Donnella Baumgartner,Democratic,Clay City,93
,Town Council Member,Dustin Reese,Democratic,EATON,47
,Town Council Member,Elizabeth  Heiman,Democratic,Claypool,22
,Town Council Member,Elizabeth Jayne Norris,Democratic,Carthage,25
,Town Council Member,Emiliano Perez Jr,Democratic,Highland,1630
,Town Council Member,Erin Collins,Democratic,CHESTERTON,921
,Town Council Member,Ernie G. Arnold,Democratic,GOSPORT,67
,Town Council Member,Evan  Mckalip,Democratic,SPENCER,235
,Town Council Member,Gary L Schue,Democratic,Argos,46
,Town Council Member,Gavin Parrett,Democratic,Sidney,12
,Town Council Member,Geof Benson,Democratic,BEVERLY SHORES,210
,Town Council Member,George R Morris,Democratic,Dyer,1031
,Town Council Member,Gregory C Morrison,Democratic,UTICA,99
,Town Council Member,Gregory D Landrum,Democratic,Town of Russiaville,20
,Town Council Member,Hannah Beliles,Democratic,Mentone,28
,Town Council Member,Harold  Everett,Democratic,FRANCISCO,96
,Town Council Member,HARRY W. WILSON,Democratic,RILEY,0
,Town Council Member,Howard T Lanam,Democratic,BRUCEVILLE,17
,Town Council Member,Jackie L Howard,Democratic,Carthage,34
,Town Council Member,Jacquelyn (Jaylen) Marie Withem,Democratic,TOWN OF WHITELAND,102
,Town Council Member,James F. Bechinske,Democratic,WESTVILLE,157
,Town Council Member,Jane E Felchuk,Democratic,North Judson,0
,Town Council Member,Jane Efinger-Hayden,Democratic,TROY,26
,Town Council Member,Janet S Gross,Democratic,WOLCOTT,68
,Town Council Member,Janice Terry,Democratic,BRISTOL,50
,Town Council Member,Janne Newland,Democratic,CLARKSVILLE,997
,Town Council Member,Jason Duane  Ramer,Democratic,Zionsville Ward 2,580
,Town Council Member,Jeff Biel,Democratic,Cedar Lake,465
,Town Council Member,Jen Wilson,Democratic,SCHERERVILLE,2211
,Town Council Member,Jennifer Heath,Democratic,TRAIL CREEK,240
,Town Council Member,Jennifer McHargue  ,Democratic,BURNS HARBOR,137
,Town Council Member,Jennifer R Snoddy,Democratic,Knightsville,5
,Town Council Member,Jensen R Glaze,Democratic,SELMA,80
,Town Council Member,Jerry G Burmeister,Democratic,Pendleton,395
,Town Council Member,JESSE W. KASINGER,Democratic,SHELBURN,85
,Town Council Member,Jessica E. Stroud,Democratic,CORYDON,63
,Town Council Member,Joan Bultemeier,Democratic,MONROEVILLE,167
,Town Council Member,Jody Price,Democratic,Atlanta,16
,Town Council Member,JODY ROACH,Democratic,WEST TERRE HAUTE,40
,Town Council Member,John Alessia Jr.,Democratic,Lowell,402
,Town Council Member,JOHN GETTINGER JR.,Democratic,MEROM,36
,Town Council Member,John M Yelkich  Jr.,Democratic,Lowell,401
,Town Council Member,John R Burns,Democratic,TOWN OF LAUREL,47
,Town Council Member,John W Bailey,Democratic,BLOOMFIELD DIST 1,142
,Town Council Member,Jon C. Stantz,Democratic,SPENCER,217
,Town Council Member,Jonah Best,Democratic,Bourbon,101
,Town Council Member,JULIE MUDROVICH,Democratic,020001,33
,Town Council Member,Karen Henderson,Democratic,CLARKSVILLE 4,374
,Town Council Member,KAROL S JACKSON,Democratic,WALKERTON,141
,Town Council Member,Kathi F Kirk,Democratic,HAZLETON,17
,Town Council Member,Kathleen A Tobin,Democratic,Munster,2310
,Town Council Member,Katina Gleeson,Democratic,GASTON,91
,Town Council Member,Keesha M Hardaway,Democratic,MERRILLVILLE 7TH WARD,158
,Town Council Member,Keith Smith,Democratic,VEVAY,191
,Town Council Member,Kelly K Coleman-Potter,Democratic,Poneto,24
,Town Council Member,Kelly Karriman,Democratic,PORTER,425
,Town Council Member,Kenneth (Ken) Schoon,Democratic,Munster,2451
,Town Council Member,Kent Gross,Democratic,Earl Park,62
,Town Council Member,Kevin J Akers,Democratic,BORDEN,62
,Town Council Member,KEVIN L. BELL,Democratic,SHELBURN,45
,Town Council Member,Kurt Jordan,Democratic,BURNS HARBOR,131
,Town Council Member,Larry J. Elwell,Democratic,Knightsville,24
,Town Council Member,Larry Joe Harris,Democratic,MILTON,32
,Town Council Member,Laura Dement,Democratic,CLARKSVILLE 5,144
,Town Council Member,Laura Lisak Saenz,Democratic,TRAIL CREEK,198
,Town Council Member,Laura Madigan,Democratic,PORTER,423
,Town Council Member,Leona Chandler-Felton,Democratic,MERRILLVILLE 3RD WARD,289
,Town Council Member,Linda Robinson,Democratic,2nd Town Council Dist,149
,Town Council Member,Linda S Adams,Democratic,TOWN OF LAUREL,57
,Town Council Member,Linda S Banks,Democratic,North Judson,0
,Town Council Member,Lisa Draves,Democratic,BURNS HARBOR,127
,Town Council Member,Lita M (Iatarola) Filippo,Democratic,PORTER,203
,Town Council Member,Lore Wolfe,Democratic,LARWILL,24
,Town Council Member,Marcus Joe Scott,Democratic,DALEVILLE,130
,Town Council Member,Margaret A Uzelac,Democratic,MERRILLVILLE 4TH WARD,222
,Town Council Member,Marian "Millie" McGee,Democratic,GOSPORT,90
,Town Council Member,Marty Jay Lewis,Democratic,Earl Park,38
,Town Council Member,Mary Joan Dickson,Democratic,Cedar Lake,866
,Town Council Member,Maryellen Baker,Democratic,BRISTOL,57
,Town Council Member,Matthew Conway,Democratic,VEVAY,157
,Town Council Member,Meghan Deckman,Democratic,EATON,54
,Town Council Member,Michael  Spinks,Democratic,SPENCER,224
,Town Council Member,Michael A. Baehl,Democratic,POSEYVILLE,107
,Town Council Member,Michael Albert,Democratic,WESTVILLE,131
,Town Council Member,Michelle D. Lidy,Democratic,"SPEEDWAY 1, SPEEDWAY 2, SPEEDWAY 3, SPEEDWAY 4, SPEEDWAY 5",1279
,Town Council Member,MICHELLE L HILBERT,Democratic,110004,57
,Town Council Member,Mike Sowards,Democratic,Munster,2333
,Town Council Member,Monisha J Mitchell,Democratic,Zionsville Ward 3,591
,Town Council Member,Nancy McDevitt,Democratic,SELLERSBURG,303
,Town Council Member,Olga Briseno,Democratic,Highland,1959
,Town Council Member,Olga Pothorski,Democratic,WESTVILLE,155
,Town Council Member,Oluwatoberu A  (Tobe)Thomas,Democratic,Whitestown Ward 4,163
,Town Council Member,Paul E Brewer,Democratic,BORDEN,79
,Town Council Member,Randy Dunnuck,Democratic,ALBANY,144
,Town Council Member,Randy Peil,Democratic,HAZLETON,24
,Town Council Member,Randy Vorhees,Democratic,SELMA,60
,Town Council Member,Rebecca A. Haley,Democratic,Paoli,178
,Town Council Member,Rebecca Adams,Democratic,Sidney,10
,Town Council Member,Rhonda Neal,Democratic,MERRILLVILLE 1ST WARD,266
,Town Council Member,Rhonda Wells,Democratic,OWENSVILLE,43
,Town Council Member,Richard (Rich) West,Democratic,Culver,121
,Town Council Member,Richard (Rick)  Graef,Democratic,"Zionsville Ward 1, Zionsville Ward 2, Zionsville Ward 3, Zionsville Ward 4, Zionsville Ward 5",2788
,Town Council Member,Richard Stephenson,Democratic,MONROEVILLE,171
,Town Council Member,Rick Bella,Democratic,MERRILLVILLE 5TH WARD,275
,Town Council Member,Rob Guetzloff,Democratic,SCHERERVILLE,2344
,Town Council Member,Robbie DeArk,Democratic,UTICA,230
,Town Council Member,Robert  Pope III,Democratic,AVON,794
,Town Council Member,Robert (Bobby) Kent Thompson,Democratic,MEDORA,49
,Town Council Member,Robert A Reinhart,Democratic,FORT BRANCH,163
,Town Council Member,Robert L. Forster,Democratic,KOUTS,41
,Town Council Member,Robin (Miss Robin) Arvanitis,Democratic,SCHERERVILLE,2496
,Town Council Member,ROBIN ACKERSON,Democratic,020001,32
,Town Council Member,Ron Fallowfield,Democratic,POSEYVILLE,101
,Town Council Member,Ruth Davidson,Democratic,STRAUGHN,26
,Town Council Member,Ryan Dean,Democratic,Munster,2265
,Town Council Member,Ryan Ramsey,Democratic,CLARKSVILLE 3,485
,Town Council Member,Sally McGill,Democratic,PRECINCT 34,197
,Town Council Member,Sarah D. Barnett,Democratic,Paoli,172
,Town Council Member,Scott Weldy,Democratic,WAKARUSA,60
,Town Council Member,SEAN N. TREVARTHAN,Democratic,RILEY,0
,Town Council Member,SHANE SMITH,Democratic,WEST TERRE HAUTE,47
,Town Council Member,Sharon A. Darnell,Democratic,CHESTERTON,1202
,Town Council Member,Shauna Haynes-Edwards,Democratic,MERRILLVILLE 2ND WARD,291
,Town Council Member,Shawn L Harley,Democratic,Argos,59
,Town Council Member,Shawn Michael Pettit,Democratic,MERRILLVILLE 6TH WARD,403
,Town Council Member,Shelly Gaither,Democratic,UTICA,240
,Town Council Member,Stacy L Ellis,Democratic,HAZLETON,19
,Town Council Member,Steve Denny,Democratic,Pendleton,526
,Town Council Member,Steve Long,Democratic,UTICA,255
,Town Council Member,Steve Shoemaker,Democratic,TOWN OF NEWBURGH,184
,Town Council Member,Teresa L Welsh,Democratic,EATON,52
,Town Council Member,Terry E Langford,Democratic,SELLERSBURG 4,145
,Town Council Member,Tiffany  Stoner,Democratic,Zionsville Ward 5,939
,Town Council Member,Tim Casady,Democratic,Zionsville Ward 4,872
,Town Council Member,Tim McElderry,Democratic,Zionsville Ward 1,799
,Town Council Member,Timothy H Croy,Democratic,Mentone,62
,Town Council Member,Timothy L Rood,Democratic,Clay City,71
,Town Council Member,TIMOTHY WEHR,Democratic,Carthage,17
,Town Council Member,Tom Williams,Democratic,NEW HARMONY,193
,Town Council Member,Tony Munich,Democratic,CLARKSVILLE 1,381
,Town Council Member,Toya Smith,Democratic,Highland,1793
,Town Council Member,TRACEY L SYMON,Democratic,RILEY,0
,Town Council Member,TRICIA VAAL,Democratic,TOWN OF SANTA CLAUS,336
,Town Council Member,Virginia S. Alsop,Democratic,NEW HARMONY,115
,Town Council Member,Warren R. Schacht,Democratic,TRAIL CREEK,197
,Town Council Member,Watermellon Jim,Democratic,REDKEY,45
,Town Council Member,Wayne Spencer  ,Democratic,UTICA,100
,Town Council Member,William "Bill" Lopez,Democratic,PORTER,423
,Town Council Member,William H Krock Jr.,Democratic,AVILLA,172
,Town Council Member,Adam  Axthelm,Independent,TOWN OF NEW PALESTINE,245
,Town Council Member,Adam Carnes,Independent,West Baden Springs,108
,Town Council Member,ANGIE M FISCHER,Independent,TOWN OF GRANDVIEW,0
,Town Council Member,Anita Remijas,Independent,LONG BEACH,351
,Town Council Member,Barry M. Wininger,Independent,French Lick,131
,Town Council Member,Betty L Hoster,Independent,WOLCOTT,71
,Town Council Member,BILL ZIMMERMAN,Independent,SHELBURN,77
,Town Council Member,Billy Shipman,Independent,West Baden Springs,117
,Town Council Member,Brycen Qualkenbush   ,Independent,French Lick,22
,Town Council Member,Bryon S Mesarch,Independent,MERRILLVILLE 6TH WARD,71
,Town Council Member,Cameron L Emond   ,Independent,WOLCOTT,96
,Town Council Member,Carla Snodgrass,Independent,DAYTON,209
,Town Council Member,CAROLYN R. GAMBILL,Independent,DUGGER,92
,Town Council Member,CARRIE M. MILLER,Independent,WARREN,90
,Town Council Member,Casaundra Blackmon,Independent,MERRILLVILLE 5TH WARD,177
,Town Council Member,Catherine Gleason  ,Independent,TOWN OF PRINCES LAKES,83
,Town Council Member,Cathy Thompson,Independent,ELNORA,23
,Town Council Member,CECIL P. POAG,Independent,District 4,0
,Town Council Member,CHRIS JOHNSON,Independent,COATESVILLE,58
,Town Council Member,Christopher (Chris) Franklin,Independent,MONON,38
,Town Council Member,Christopher James Webb,Independent,UTICA,165
,Town Council Member,Clayton R. Main,Independent,French Lick,59
,Town Council Member,Connie A. Weinzapfel,Independent,NEW HARMONY,192
,Town Council Member,CRYSTAL KAHRE,Independent,District 3,0
,Town Council Member,Curly Tony Clements,Independent,French Lick,40
,Town Council Member,Darin Cummins,Independent,French Lick,29
,Town Council Member,Darwin Miller,Independent,WOLCOTT,105
,Town Council Member,David E.Underhill,Independent,French Lick,92
,Town Council Member,David Kwan Park,Independent,French Lick,6
,Town Council Member,David L. Wolford,Independent,French Lick,206
,Town Council Member,David Messer,Independent,SHIRLEY,49
,Town Council Member,David R Wahman,Independent,TOWN OF OLDENBURG,0
,Town Council Member,Dennis Denney,Independent,SHIRLEY,50
,Town Council Member,Dennis J Moeller,Independent,TOWN OF OLDENBURG,0
,Town Council Member,DOUGLAS B LAIRMORE,Independent,BAINBRIDGE,152
,Town Council Member,Ed Smith,Independent,PLAINVILLE,0
,Town Council Member,Elisabeth (Beth) Winters,Independent,"Upland District 1, Upland District 2, Upland District 3",146
,Town Council Member,Eric J Jackson,Independent,MERRILLVILLE 4TH WARD,98
,Town Council Member,ERIC J. GRIES,Independent,District 1,0
,Town Council Member,George A Mathew,Independent,WOLCOTT,48
,Town Council Member,Gregory H Parker,Independent,Cedar Lake,795
,Town Council Member,Gregory S Struewing,Independent,TOWN OF OLDENBURG,0
,Town Council Member,Isaac Schaber,Independent,French Lick,51
,Town Council Member,J.D. Haley,Independent,LONG BEACH,524
,Town Council Member,James (Jamie) Myers,Independent,MONON,38
,Town Council Member,James Allen Burge,Independent,PORTER,297
,Town Council Member,James B Ellett,Independent,COATESVILLE,63
,Town Council Member,James Wesley (Jady) Hill,Independent,French Lick,73
,Town Council Member,JEFF HALTOM,Independent,FILLMORE,23
,Town Council Member,Jeff Smotherman,Independent,NEW HARMONY,266
,Town Council Member,Jen Manago,Independent,DAYTON,124
,Town Council Member,Jerry Decker,Independent,COATESVILLE,76
,Town Council Member,JERRY L HUFF,Independent,FILLMORE,20
,Town Council Member,JERRY LENTS,Independent,BAINBRIDGE,111
,Town Council Member,Jerry W Beck,Independent,ELNORA,63
,Town Council Member,Jesse Emmons,Independent,ELNORA,35
,Town Council Member,JOEL JAY THOMPSON,Independent,BAINBRIDGE,134
,Town Council Member,John Fred Carnes,Independent,West Baden Springs,121
,Town Council Member,John H. Harrison,Independent,French Lick,42
,Town Council Member,John Kocher,Independent,LONG BEACH,293
,Town Council Member,John R. "J.R." Harrison,Independent,West Baden Springs,44
,Town Council Member,JOSEPH ROBERT (JOE) THOMAS,Independent,SHELBURN,81
,Town Council Member,Joshua L Sangl,Independent,ST PAUL,84
,Town Council Member,Joy Schmitt,Independent,LONG BEACH,421
,Town Council Member,Joy Tischer,Independent,DAYTON,198
,Town Council Member,Kali "Carnes" Walls,Independent,French Lick,175
,Town Council Member,KATRINA ASHER,Independent,ROACHDALE,48
,Town Council Member,Ken Hickman,Independent,MONON,43
,Town Council Member,Kendra Bartlett,Independent,LONG BEACH,362
,Town Council Member,KYLE CROOKS,Independent,ROACHDALE,50
,Town Council Member,LARRY BEDWELL,Independent,DUGGER,85
,Town Council Member,Leah Copas,Independent,DAYTON,181
,Town Council Member,Linda L Ogle,Independent,Poneto,33
,Town Council Member,Lora DeFries Arneberg,Independent,NEW HARMONY,210
,Town Council Member,Mallory N Carlton,Independent,TOWN OF LAUREL,45
,Town Council Member,Marc Buhrmester,Independent,DAYTON,231
,Town Council Member,Mark A Fehrenbacher,Independent,FORT BRANCH,39
,Town Council Member,MARK KETCHEM,Independent,ROACHDALE,92
,Town Council Member,Marlene J. Noble,Independent,French Lick,132
,Town Council Member,Matthew Sipkema,Independent,MONON,32
,Town Council Member,MERIDITH TRUSTY,Independent,FILLMORE,19
,Town Council Member,Michael Bryant,Independent,TOWN OF EDINBURGH,295
,Town Council Member,MICHAEL YODER,Independent,WARREN,42
,Town Council Member,Michale (Shane) Childress,Independent,JAMESTOWN,54
,Town Council Member,Michelle L. Sanders,Independent,French Lick,113
,Town Council Member,MICHELLE SCHWEIKHARDT,Independent,WARREN,197
,Town Council Member,MIKE SCHALK (MICHAEL SCHALK),Indiana Redemption Party,020001,47
,Town Council Member,Nancy  Roark,Independent,ELNORA,57
,Town Council Member,NOAH J. SOUTHWOOD,Independent,SHELBURN,101
,Town Council Member,Paul E Coffing,Independent,Earl Park,43
,Town Council Member,PAUL WIREMAN,Independent,ROACHDALE,117
,Town Council Member,Rameen Jackson,Independent,MERRILLVILLE 5TH WARD,80
,Town Council Member,RAY ENGLER,Independent,District 2,0
,Town Council Member,RAYMOND R. TACKETT,Independent,ANDREWS,48
,Town Council Member,Rebecca Perkins,Independent,SHIRLEY,42
,Town Council Member,Robin Boucher,Independent,SHIRLEY,46
,Town Council Member,Rocky Richards,Independent,DAYTON,190
,Town Council Member,RODNEY FENWICK,Independent,BAINBRIDGE,98
,Town Council Member,Roger D. Wells,Independent,EATON,49
,Town Council Member,RON BOXELL,Independent,WARREN,262
,Town Council Member,Ron Koehler,Independent,DAYTON,122
,Town Council Member,Ronald Benakovich,Independent,MONON,38
,Town Council Member,Rosemary Cooley,Independent,MONON,37
,Town Council Member,RYAN CATANZARITE,Indiana Redemption Party,020001,41
,Town Council Member,Ryan Cowles,Independent,MEDORA,22
,Town Council Member,Ryan Hartley  ,Independent,TOWN OF NEW PALESTINE,246
,Town Council Member,SCOTT STIERWALT,Independent,"CLOVERDALE WARD 1, CLOVERDALE WARD 2, CLOVERDALE WARD 3",82
,Town Council Member,Shannon (Walker) Wojcik,Independent,LONG BEACH,531
,Town Council Member,TERRY L. SMITH,Independent,DUGGER,89
,Town Council Member,Thomas (Tom) Saunders,Independent,LEWISVILLE,57
,Town Council Member,Tim Richardson,Independent,LEWISVILLE,48
,Town Council Member,Toni Onken,Independent,MONON,44
,Town Council Member,Tony R. Kendall,Independent,French Lick,147
,Town Council Member,Tony R. Watts,Independent,French Lick,132
,Town Council Member,VAN JUILLERAT,Independent,ANDREWS,85
,Town Council Member,Veronica Ault,Independent,ELNORA,29
,Town Council Member,Vickie Beavers,Independent,DAYTON,146
,Town Council Member,ZACH BOWERS,Independent,ROACHDALE,58
,Town Council Member,Zachery Andry,Independent,French Lick,80
,Town Council Member,Danny L Lundy,Libertarian,MOORESVILLE,191
,Town Council Member,David Whitfield,Libertarian,LONG BEACH,192
,Town Council Member,Derek Evan Voegel,Libertarian,POSEYVILLE,76
,Town Council Member,Greg Hertzsch,Libertarian,CLARKSVILLE 1,32
,Town Council Member,Michelle Kelley,Libertarian,AMO,24
,Town Council Member,Paul Mullins,Libertarian,Claypool,24
,Town Council Member,Robert L. Roule,Libertarian,LONG BEACH,64
,Town Council Member,Russell "Russ" Brooksbank,Libertarian,CLARKSVILLE,241
,Town Council Member,Ryan J. Longstreth,Libertarian,Wheatfield,31
,Town Council Member,Susan  Klinefelter,Libertarian,Etna Green,55
,Town Council Member,Bruce Gould,Non Partisan,NASHVILLE,117
,Town Council Member,Lance L Miller,Non Partisan,NASHVILLE,118
,Town Council Member,Marguerite Collins,Non Partisan,NASHVILLE,19
,Town Council Member,Nancy Crocker,Non Partisan,NASHVILLE,51
,Town Council Member,Rex F Watters III,Non Partisan,NASHVILLE,120
,Town Council Member,Ross Benson,Non Partisan,NASHVILLE,92
,Town Council Member,A Rene Gay,Republican,AMO,44
,Town Council Member,AARON LEWIS,Republican,SHELBURN,170
,Town Council Member,AARON M ECKART,Republican,STRAUGHN,23
,Town Council Member,Acacia Burt,Republican,VEVAY,118
,Town Council Member,Adam Jones,Republican,DALEVILLE,137
,Town Council Member,Adam L Hornsby,Republican,TOWN OF LAUREL,75
,Town Council Member,Adam Scot Hoffman,Republican,TROY,21
,Town Council Member,ALEX NORRIS,Republican,SHELBURN,153
,Town Council Member,Alvin Blaylock,Republican,NEW HARMONY,109
,Town Council Member,Amy D. Arney,Republican,BURNS HARBOR,115
,Town Council Member,Amy McCrea,Republican,"Upland District 1, Upland District 2, Upland District 3",276
,Town Council Member,Andrew D Robison,Republican,CAMDEN,99
,Town Council Member,Andrew S Uhl,Republican,AVILLA,231
,Town Council Member,Anne P Carlin,Republican,Brownstown,150
,Town Council Member,Anne Rust Aurand,Republican,TOWN OF NEWBURGH,249
,Town Council Member,Arla Jean Frazier,Republican,Paoli,355
,Town Council Member,Ashley Chaney,Republican,TOWN OF TRAFALGAR,52
,Town Council Member,BARBARA S. MAHAN,Republican,MEROM,23
,Town Council Member,Barry Hoover,Republican,"WORTHINGTON DIST 1, WORTHINGTON DIST 2, WORTHINGTON DIST 3",136
,Town Council Member,Becky Smith,Republican,Poneto,19
,Town Council Member,Benjamin Kellogg  ,Republican,PRECINCT 34,194
,Town Council Member,"Benny R Stage, Jr",Republican,Claypool,25
,Town Council Member,Bill Conlin,Republican,SELLERSBURG 4,49
,Town Council Member,Bill Niemier,Republican,TOWN OF NEW PALESTINE,267
,Town Council Member,Billy Welch,Republican,GOSPORT,53
,Town Council Member,Blake Jefferson Sr.,Republican,KOUTS,109
,Town Council Member,Bob Harris,Republican,Zionsville Ward 1,739
,Town Council Member,Bob Stotts,Republican,CLARKSVILLE 5,316
,Town Council Member,Bob Wanmer,Republican,WESTVILLE,107
,Town Council Member,BOBBI SUE OSBORN,Republican,SEELYVILLE,0
,Town Council Member,Bobbie G. Bostock,Republican,Paoli,439
,Town Council Member,Brad Burk,Republican,Zionsville Ward 5,1136
,Town Council Member,Brad Goedeker,Republican,TOWN OF WHITELAND,262
,Town Council Member,Brad J Amos,Republican,SELLERSBURG 3,170
,Town Council Member,Brad McCammon,Republican,MEDORA,62
,Town Council Member,Brandie Hurley,Republican,DALEVILLE,188
,Town Council Member,Brandon Cecil,Republican,STRAUGHN,31
,Town Council Member,Brandon M Riggle,Republican,BRUCEVILLE,29
,Town Council Member,Brenda Corey,Republican,OOLITIC,23
,Town Council Member,Brenda K Beaty,Republican,REDKEY,76
,Town Council Member,Brent D Deel,Republican,CAMDEN,93
,Town Council Member,Brian "Sweeney" Meyer,Republican,AVILLA,111
,Town Council Member,Brian KwiatkowskI,Republican,Wheatfield,43
,Town Council Member,Brian Reynolds,Republican,Brownstown,152
,Town Council Member,Brice M Howell,Republican,CLOVERDALE,130
,Town Council Member,Bruce E Brown,Republican,KNIGHTSTOWN,119
,Town Council Member,Bryan R Tearman,Republican,TOWN OF PRINCES LAKES,155
,Town Council Member,Bryan S Gatewood,Republican,WESTPORT,173
,Town Council Member,Caleb S Johnson,Republican,SCHERERVILLE,2401
,Town Council Member,Cari L Mabrey,Republican,FRANCISCO,97
,Town Council Member,Carl Gilbert,Republican,WAKARUSA,225
,Town Council Member,Caron Crossley,Republican,TROY,23
,Town Council Member,Catherine M Bowyer,Republican,Orestes,33
,Town Council Member,Chad D. Gooding,Republican,1st Town Council Dist,195
,Town Council Member,Chad Heffernan  ,Republican,MONROEVILLE,188
,Town Council Member,Chad M Molinder,Republican,TOWN OF NEW PALESTINE,307
,Town Council Member,Chad P. Denham,Republican,TRAIL CREEK,178
,Town Council Member,Chad Reynolds,Republican,WOLCOTT,66
,Town Council Member,Chad Waltz,Republican,TOWN OF NEW WHITELAND,114
,Town Council Member,Charles (Charlie) Watkins,Republican,Carthage,71
,Town Council Member,Charles (Chuck) Gardiner,Republican,Munster,3804
,Town Council Member,Charles R Longabaugh,Republican,HAZLETON,51
,Town Council Member,Charles Randy Snead,Republican,Argos,67
,Town Council Member,Charlie Bourne,Republican,TOWN OF PRINCES LAKES,109
,Town Council Member,Cheryl E Hancock,Republican,Whitestown Ward 1,173
,Town Council Member,Cheryl Hammer,Republican,KNIGHTSTOWN,0
,Town Council Member,Christopher A Styleburg,Republican,Knightsville,25
,Town Council Member,Christopher Calhoun,Republican,Atlanta,55
,Town Council Member,Chuck Becker,Republican,Cedar Lake,1378
,Town Council Member,Chuck Rhodes,Republican,KNIGHTSTOWN,145
,Town Council Member,Colleen Schieben,Republican,Cedar Lake,638
,Town Council Member,Corey R Taylor,Republican,OWENSVILLE,98
,Town Council Member,Cory Hall,Republican,Pendleton,606
,Town Council Member,Cory Pebley,Republican,BUNKER HILL,5
,Town Council Member,Craig J Melton,Republican,Zionsville Ward 3,855
,Town Council Member,Crystal L Stuckwisch,Republican,Brownstown,151
,Town Council Member,DAKOTA RISSE,Republican,TOWN OF GRANDVIEW,0
,Town Council Member,Dale W Buffin,Republican,SELMA,102
,Town Council Member,Dan  Patterson,Republican,Whitestown Ward 2,173
,Town Council Member,Dana E. Rutter,Republican,MILLERSBURG,41
,Town Council Member,Dana Neer  ,Republican,Culver,154
,Town Council Member,Danielle (Vester) Castle,Republican,SELMA,40
,Town Council Member,Danielle M Roberts,Republican,TOWN OF LAUREL,77
,Town Council Member,Darci Schiller,Republican,CLARKSVILLE 2,159
,Town Council Member,Dave  Harding,Republican,BLOOMFIELD DIST 3,146
,Town Council Member,Dave Jones,Republican,PRECINCT 27,79
,Town Council Member,David (Dave) Morris,Republican,TOWN OF NEWBURGH,148
,Town Council Member,David (Red) Worrall,Republican,CLARKSVILLE,1122
,Town Council Member,David Anderson,Republican,"WT 01, WT 08, WT 09, WT 10",338
,Town Council Member,DAVID ARMSTRONG,Republican,CARLISLE,94
,Town Council Member,David B Nellans,Republican,Munster,3242
,Town Council Member,David Deal,Republican,LEWISVILLE,0
,Town Council Member,David E Dudelston,Republican,REDKEY,50
,Town Council Member,David Harris,Republican,Schneider,27
,Town Council Member,David L Benefiel,Republican,MORRISTOWN,126
,Town Council Member,David N Bard,Republican,"MONROE 1, MONROE 2, MONROE 3",62
,Town Council Member,DAVID WATKINS,Republican,CARLISLE,77
,Town Council Member,DAVID WILLIAMS,Republican,MEROM,19
,Town Council Member,Dean S. Smith,Republican,MILLERSBURG,42
,Town Council Member,DEBBIE (MAMAW) NORRIS,Republican,HYMERA,59
,Town Council Member,Deborah Kelly,Republican,WESTVILLE,183
,Town Council Member,Debra L Hendrickson,Republican,TOWN OF WHITELAND,260
,Town Council Member,Dennis Combs,Republican,TOWN OF NEW WHITELAND,132
,Town Council Member,Devin S Baucum,Republican,BRUCEVILLE,26
,Town Council Member,Dillon J Mosier,Republican,ALBANY,60
,Town Council Member,DONALD A. FULK ,Republican,SEELYVILLE,0
,Town Council Member,Donald Dayhuff,Republican,Clay City,110
,Town Council Member,Donald L Parvin,Republican,Town of Russiaville,22
,Town Council Member,Donna Greene,Republican,SPENCER,79
,Town Council Member,Donna M. Dillard,Republican,Paoli,282
,Town Council Member,DOUG RISSE,Republican,TOWN OF GRANDVIEW,0
,Town Council Member,DOUG WACKER,Republican,GEORGETOWN,126
,Town Council Member,Douglas E. DeSmith,Republican,BRISTOL,162
,Town Council Member,DOUGLAS J. BATES,Republican,MEROM,27
,Town Council Member,Dwayne Matsel,Republican,OWENSVILLE,101
,Town Council Member,Dwight D Smith,Republican,MILTON,48
,Town Council Member,dylan c hagemeier  ,Republican,BRUCEVILLE,36
,Town Council Member,Eric  Nichols,Republican,Whitestown Ward 5,94
,Town Council Member,Eric D. Treon,Republican,Fairmount At Large,147
,Town Council Member,ERIK RITTER,Republican,TOWN OF HUDSON,35
,Town Council Member,Ethan L Maple,Republican,TOWN OF NEW PALESTINE,295
