County,Office,Candidate,Party,District,Votes
,Township Board Member,Kathy J Shively,Republican,SMITH,1137
,Township Board Member,Kathy M Sark,Republican,CLINTON,355
,Township Board Member,Kathy Mears Hohenstreiter,Republican,JACKSON TOWNSHIP,3014
,Township Board Member,Kathy Miller,Republican,WASHINGTON,300
,Township Board Member,Kathy Mosser,Republican,JACKSON,133
,Township Board Member,Katie Bradbury,Republican,JEFFERSON,518
,Township Board Member,Katie Masters,Republican,VERNON TOWNSHIP,561
,Township Board Member,Katie Trenary,Republican,FOREST,166
,Township Board Member,Katrina W Ladwig,Republican,INDIAN CREEK TWNSHP,164
,Township Board Member,Kay A Laughlin,Republican,MADISON,569
,Township Board Member,Kay Leigh Fisher,Republican,Sugar Creek,336
,Township Board Member,Kayla Leininger,Republican,Franklin,204
,Township Board Member,Kedric Bailey,Republican,Union,575
,Township Board Member,Keith A Isaacs,Republican,SPICELAND,489
,Township Board Member,Keith A Wilson,Republican,Jackson Township,266
,Township Board Member,Keith B Hammonds,Republican,CENTER,1968
,Township Board Member,Keith Batzel,Republican,Twp OLIVE,711
,Township Board Member,Keith E Crowl,Republican,TROY,63
,Township Board Member,KEITH EMMONS,Republican,LOST RIVER,95
,Township Board Member,Keith J Jones,Republican,Grant,155
,Township Board Member,KEITH NEWBAUER,Republican,WHITE RIVER,988
,Township Board Member,KEITH W. ANDERSON,Republican,UNION,2524
,Township Board Member,Keith W. Pinaire,Republican,JACKSON,1168
,Township Board Member,Kelley J. Barger,Republican,Vienna,1396
,Township Board Member,Kelli Koors,Republican,CLAY TOWNSHIP,264
,Township Board Member,Kelli Seybold,Republican,Clark,556
,Township Board Member,Kelli Stump,Republican,FAIRFIELD,3800
,Township Board Member,Kelly Eaton,Republican,BOGARD,79
,Township Board Member,Kelly G. Wiseman,Republican,JEFFERSON TWP,315
,Township Board Member,Kelly J. Ledbetter,Republican,HARRISON,730
,Township Board Member,Kelly Shelton,Republican,SALT CREEK TOWNSHIP,59
,Township Board Member,Ken Ewing,Republican,"ADAMS TOWNSHIP, ST. PAUL",386
,Township Board Member,Ken Havlin,Republican,COOLSPRING,1669
,Township Board Member,Ken J Banning,Republican,Perry,149
,Township Board Member,Kenna Gray,Republican,NOBLE,507
,Township Board Member,Kenneth A. Hussong,Republican,CENTER,1852
,Township Board Member,KENNETH BROST,Republican,SCOTT TOWNSHIP,191
,Township Board Member,Kenneth F Dowdle,Republican,WALNUT,369
,Township Board Member,Kenneth L Davis,Republican,CONCORD,4908
,Township Board Member,Kenneth L Simmons,Republican,PERRY,420
,Township Board Member,Kenneth Lynn Stringfellow,Republican,ELKHART,218
,Township Board Member,Kenneth Sebastian,Republican,LAFAYETTE,209
,Township Board Member,Kenny L. Bryant,Republican,WASHINGTON TOWNSHIP,375
,Township Board Member,Kenny Vaughn,Republican,GREGG,530
,Township Board Member,Kent D Hizer,Republican,Twp PENN,8860
,Township Board Member,Kent Yoder,Republican,MIDDLEBURY,1419
,Township Board Member,Kerny C. Jones,Republican,WASHINGTON,369
,Township Board Member,Kerry L Dull,Republican,Washington,323
,Township Board Member,Kevin  Sulc,Republican,"ANDERSON 01, ANDERSON 01-01, ANDERSON 01-02, ANDERSON 01-03, ANDERSON 01-04, ANDERSON 01-05, ANDERSON 01-06, ANDERSON 01-07, ANDERSON 02, ANDERSON 02-01, ANDERSON 02-02, ANDERSON 02-03, ANDERSON 02-04, ANDERSON 02-05, ANDERSON 02-06, ANDERSON 02-07, ",6179
,Township Board Member,Kevin A. Crosier,Republican,BOONE,341
,Township Board Member,Kevin C. Killen,Republican,WAYNE,82
,Township Board Member,Kevin Dreibelbis,Republican,JEFFERSON,360
,Township Board Member,Kevin E Wheeler,Republican,ASHLAND,338
,Township Board Member,Kevin E. Ooley,Republican,"CLAY 1, CLAY 2",431
,Township Board Member,Kevin G Rogers,Republican,BROWN,1961
,Township Board Member,Kevin J. Broyer,Republican,BAKER,151
,Township Board Member,Kevin Jackson,Republican,Nineveh,595
,Township Board Member,Kevin Knies,Republican,HALL TWP,324
,Township Board Member,Kevin L. Close,Republican,DALLAS,358
,Township Board Member,Kevin Mccord,Republican,COAL CREEK,318
,Township Board Member,Kevin McGee,Republican,BROWN,370
,Township Board Member,Kevin N Hohman,Republican,Seward,429
,Township Board Member,KEVIN T MCNEIL,Republican,HICKORY GROVE,84
,Township Board Member,Kevin Wheatbrook,Republican,KANKAKEE,968
,Township Board Member,Kevin Williar,Republican,GREENVILLE,1836
,Township Board Member,Kim A Fruechte,Republican,KIRKLAND TWP,227
,Township Board Member,Kim Kohlmorgen,Republican,GREEN,116
,Township Board Member,Kim Logan,Republican,DELAWARE,4940
,Township Board Member,Kim Schneider,Republican,GRASSY FORK TOWNSHIP,136
,Township Board Member,Kim Voelker,Republican,FRANKLIN,188
,Township Board Member,Kimberly A. Hoffman,Republican,BOONE TWP,205
,Township Board Member,KIMBERLY L. ALBRIGHT,Republican,HALBERT,364
,Township Board Member,Kimberly Lumbard,Republican,Lima,295
,Township Board Member,Kimberly S Temple,Republican,WASHINGTON,415
,Township Board Member,Kimberly Shafer,Republican,MADISON,406
,Township Board Member,Kirby Barrett,Republican,PERRY,232
,Township Board Member,Kirby Hobbs,Republican,FRANKLIN,168
,Township Board Member,Kris Berger,Republican,BOURBON,561
,Township Board Member,Kris Verash,Republican,Twp PENN,8849
,Township Board Member,Krista Stucker,Republican,BRANDYWINE,355
,Township Board Member,Kristen Eckert,Republican,POLK,110
,Township Board Member,KRISTEN L EARLS,Republican,UNION,71
,Township Board Member,Kristin  Clingaman,Republican,PIPE CREEK,788
,Township Board Member,Kristina K Zirkle,Republican,Liberty,917
,Township Board Member,Kurt  Kiefer,Republican,PERU,1066
,Township Board Member,Kurt Laidig,Republican,Twp MADISON,373
,Township Board Member,Kurtis R Christlieb,Republican,FAIRFIELD,258
,Township Board Member,KYLE D. GOOD,Republican,GREENSFORK,203
,Township Board Member,Kyle Hildebrand,Republican,BLOOMING GROVE TOWNSHIP,260
,Township Board Member,Kyle Kitt,Republican,DALLAS,330
,Township Board Member,Kyle Layman,Republican,COLUMBIA,142
,Township Board Member,Kyle M Hall,Republican,FALL CREEK,1090
,Township Board Member,Kyle Ripberger,Republican,Washington,111
,Township Board Member,Kyle Roe,Republican,BLUE CREEK TWP,120
,Township Board Member,KYLE WILKERSON,Republican,OHIO TOWNSHIP,1259
,Township Board Member,L Tom Korniak,Republican,BARKLEY,171
,Township Board Member,L. Joe Combs,Republican,LAUREL TOWNSHIP,279
,Township Board Member,Lana Marie Secrist,Republican,CLEVELAND,458
,Township Board Member,Lance  Grubbs,Republican,Wayne,4932
,Township Board Member,Lance L Alter,Republican,BURLINGTON,470
,Township Board Member,Lanette J Mcguire,Republican,JEFFERSON,247
,Township Board Member,Larry "Joe" Ellis,Republican,Richland,940
,Township Board Member,Larry A Wilkinson,Republican,SPARTA,337
,Township Board Member,Larry A. Matthews,Republican,PATOKA,1758
,Township Board Member,Larry Chapman,Republican,MILROY,59
,Township Board Member,Larry Crabtree,Republican,PERRY,362
,Township Board Member,Larry E Bruner,Republican,LIBERTY,1118
,Township Board Member,Larry E. Wira Sr.,Republican,BARTON,236
,Township Board Member,Larry Ferman,Republican,METAMORA TOWNSHIP,173
,Township Board Member,Larry G. Lahr,Republican,JACKSON,973
,Township Board Member,Larry Gene Mickler,Republican,COLUMBIA TWP,181
,Township Board Member,Larry Graebe,Republican,OWEN,193
,Township Board Member,Larry H Bolser,Republican,WHITEWATER TOWNSHIP,640
,Township Board Member,Larry Jernas,Republican,DAVIS,167
,Township Board Member,Larry Joe Black,Republican,Dalton,156
,Township Board Member,Larry Kammerer,Republican,Plain,1467
,Township Board Member,Larry L Farwell,Republican,BEAVER,225
,Township Board Member,Larry L Gardner,Republican,JACKSON,644
,Township Board Member,Larry L Hinz,Republican,PIKE,68
,Township Board Member,Larry L Leach,Republican,ROCK CREEK,103
,Township Board Member,Larry L. Rust,Republican,DEWEY,187
,Township Board Member,Larry M. Funk,Republican,LAURAMIE,434
,Township Board Member,Larry O. Lewis,Republican,ROBINSON,967
,Township Board Member,Larry S. Fisher,Republican,COLUMBUS,6263
,Township Board Member,Larry W Seiler,Republican,JACKSON,708
,Township Board Member,Larry W. Hoeltke,Republican,GERMAN,810
,Township Board Member,Larry Wiers,Republican,KEENER,1319
,Township Board Member,Larry York,Republican,VAN BUREN,218
,Township Board Member,Latoya Lea Lamm,Republican,"MARION 01, MARION 02, MARION 03, MARION 04, MARION 05A, MARION 05B, MARION 05C, MARION 06",1380
,Township Board Member,Laura  Chambers,Republican,LINCOLN,640
,Township Board Member,Laura A Ash,Republican,Center,232
,Township Board Member,Laura Cowan Jessup,Republican,Anderson,227
,Township Board Member,Laura E. Headley,Republican,PRAIRIE,300
,Township Board Member,Laura Fisher,Republican,WASHINGTON,406
,Township Board Member,Laura Hadley,Republican,CLAY,379
,Township Board Member,LAURA SENESAC,Republican,PINE,79
,Township Board Member,LAURIE MARSONEK ,Republican,MILLGROVE TOWNSHIP,235
,Township Board Member,Lavada Lively Hutchison,Republican,OWEN,117
,Township Board Member,Lavonda Thatcher,Republican,JEFFERSON,166
,Township Board Member,Lawrence W Muncie,Republican,WARREN,250
,Township Board Member,Layton Malone,Republican,CLARK,291
,Township Board Member,Leander J Hoover,Republican,VAN BUREN,163
,Township Board Member,Leann M Bandelier,Republican,Bethlehem,121
,Township Board Member,Lee  Schmalzried,Republican,WARREN,163
,Township Board Member,LEE FROBETER,Republican,OHIO TOWNSHIP,1229
,Township Board Member,LEE KLEIST,Republican,MORGAN,1229
,Township Board Member,Lee McGuire,Republican,YORK,314
,Township Board Member,Lee Walker,Republican,HENRY,3403
,Township Board Member,Leigh Ann Kopp,Republican,GEORGETOWN,2808
,Township Board Member,Leland A. Krush,Republican,MORGAN,642
,Township Board Member,Leon Allen,Republican,Richland,1024
,Township Board Member,LeRoy (Lee) Dierkes,Republican,GUILFORD,3771
,Township Board Member,Leroy Robert Sollars,Republican,LIBERTY,679
,Township Board Member,Leslie  Nelson,Republican,WILMINGTON,358
,Township Board Member,Leslie A Ciccarelli,Republican,Jackson,406
,Township Board Member,Leslie Lawrence,Republican,ARMSTRONG,423
,Township Board Member,Lewis B Flohr ,Republican,OWEN,177
,Township Board Member,Lila Christner Thompson,Republican,Prairie,296
,Township Board Member,Linda (Brady) Smith,Republican,POSEY,188
,Township Board Member,Linda A Johnston,Republican,Monroe,326
,Township Board Member,LINDA BREWER,Republican,CENTER,493
,Township Board Member,Linda Eisenhauer,Republican,Winfield,1979
,Township Board Member,Linda Goodnight,Republican,Jackson,480
,Township Board Member,Linda Heinzelman,Republican,BURLINGTON,457
,Township Board Member,Linda J Koontz,Republican,Center,5197
,Township Board Member,Linda J Vore,Republican,UNION,403
,Township Board Member,Linda J. Conner,Republican,VAN BUREN,233
,Township Board Member,Linda K. Burcham,Republican,NILES,314
,Township Board Member,Linda Kay Cox,Republican,LIBERTY,556
,Township Board Member,Linda L Riley,Republican,Tipton,602
,Township Board Member,Linda S. Couch,Republican,LANCASTER,259
,Township Board Member,LINDA SPANGLER WADE,Republican,LIBERTY,319
,Township Board Member,Linda Sue Floyd,Republican,Duck Creek Twp,179
,Township Board Member,Linda Volk,Republican,CLINTON TOWNSHIP,124
,Township Board Member,Lindsay Jo Burnau,Republican,Rockcreek,368
,Township Board Member,Lisa (Williams) Elder,Republican,St. John,10577
,Township Board Member,LISA A HEMMER,Republican,LUCE TOWNSHIP,530
,Township Board Member,Lisa N. Miller,Republican,ERIE,104
,Township Board Member,Lisa Nale,Republican,WOOD,547
,Township Board Member,Lisa Ringer,Republican,JACKSON,322
,Township Board Member,Lisa Suzanne Flanders,Republican,WHITE RIVER,538
,Township Board Member,Liz Smith,Republican,Northeast,129
,Township Board Member,Lloyd  Brown,Republican,Union Twp,2086
,Township Board Member,Lloyd Hendrix,Republican,PERRY,207
,Township Board Member,Logan Mynatt,Republican,Liberty,194
,Township Board Member,Lora Helmick,Republican,FRANKLIN,186
,Township Board Member,Lori A Hutcheson,Republican,POSEY,806
,Township Board Member,Lori Brown,Republican,COLUMBIA,191
,Township Board Member,Lori Dewitt,Republican,SPRINGFIELD,475
,Township Board Member,Lori Harman,Republican,Jefferson,221
,Township Board Member,Lori Kerns,Republican,Prairieton,201
,Township Board Member,Lori Kim Dixon,Republican,Orleans,642
,Township Board Member,LORI S BUDREAU,Republican,UNION,45
,Township Board Member,Lorraine E Workman,Republican,DELAWARE,239
,Township Board Member,Louis P Artman ,Republican,Clay,194
,Township Board Member,LOUISE WRIGHT,Republican,JOHNSON,59
,Township Board Member,Luke Otte,Republican,JACKSON,237
,Township Board Member,Lyman Lee Smith,Republican,WALTZ,280
,Township Board Member,Lynette Klinstiver,Republican,POSEY,709
,Township Board Member,Lynn Blevins,Republican,Chester,221
,Township Board Member,Lynn Loucks,Republican,BAUGO,1521
,Township Board Member,Lynn McLeland,Republican,JACKSON,115
,Township Board Member,Lynn T Love,Republican,MIDDLE,1366
,Township Board Member,Lynn Teel,Republican,BIG CREEK,161
,Township Board Member,MacKenzie I Ledley,Republican,MONROE,654
,Township Board Member,Macolynn Gray,Republican,DEMOCRAT,182
,Township Board Member,Madeline Smith,Republican,BAUGO,1395
,Township Board Member,Mae Cooper,Republican,WASHINGTON,2527
,Township Board Member,Maegen Fleck,Republican,WAYNE,1422
,Township Board Member,Mahlon D Whitaker,Republican,Washington,203
,Township Board Member,Malinda S Glover,Republican,Abington,141
,Township Board Member,Marc Hill,Republican,Brandywine Township,344
,Township Board Member,Marcia H Parker,Republican,Sugar Creek Township,2582
,Township Board Member,Marcia J Corns,Republican,COLFAX,33
,Township Board Member,Margaret "Maggie" Abart-Briles,Republican,TAYLOR,153
,Township Board Member,Margaret (Peggy) Young,Republican,White River,9381
,Township Board Member,Margaret C Beesley,Republican,Jefferson,340
,Township Board Member,Marguerite (Missy) Field,Republican,Miami,215
,Township Board Member,Maria L Sergesketter,Republican,WASHINGTON,2171
,Township Board Member,Maribeth Holland,Republican,STEUBEN TOWNSHIP,155
,Township Board Member,Marilea A Wyatt,Republican,Adams Twp,1062
,Township Board Member,Marilyn A Sowers,Republican,Wayne,3876
,Township Board Member,Marilyn A. Schenkel,Republican,DELAWARE,5096
,Township Board Member,Marilyn Gayle Kimmel,Republican,PERRY,451
,Township Board Member,Marilyn Kaper,Republican,Hanover,3479
,Township Board Member,Marilyn R Clearwaters,Republican,GREENCASTLE,1227
,Township Board Member,Marilyn Truesdel,Republican,"WASHINGTON 1, WASHINGTON 2, WASHINGTON 3, WASHINGTON 4",990
,Township Board Member,Marj Schultz,Republican,CASS,53
,Township Board Member,Mark  Bobbitt,Republican,Southeast,288
,Township Board Member,Mark A Ancil,Republican,Harrison,1786
,Township Board Member,Mark A Bradtmueller,Republican,MILAN,485
,Township Board Member,Mark A Lehmann,Republican,JEFFERSON TWP,83
,Township Board Member,Mark A Roemke,Republican,SPRINGFIELD,496
,Township Board Member,MARK A. JONES,Republican,DAVIS TOWNSHIP,132
,Township Board Member,Mark Christian,Republican,WAYNE,329
,Township Board Member,Mark D Adamson,Republican,POSEY,849
,Township Board Member,Mark D Grandstaff,Republican,Washington,248
,Township Board Member,Mark D. Vickrey,Republican,JEFFERSON,163
,Township Board Member,Mark E Sichting,Republican,JACKSON,705
,Township Board Member,Mark Grass,Republican,Brown Township,484
,Township Board Member,Mark Guckien,Republican,Washington,217
,Township Board Member,Mark H Mattes,Republican,Sugar Creek Township,2117
,Township Board Member,MARK H. JEFVERT,Republican,YORK,44
,Township Board Member,MARK J SCHNEIDER,Republican,PINE,512
,Township Board Member,MARK J. JAEGER,Republican,JACKSON,1715
,Township Board Member,Mark Kendall,Republican,VERNON TOWNSHIP,574
,Township Board Member,Mark L Neuenschwander,Republican,WABASH TWP,978
,Township Board Member,Mark Lawson,Republican,Tippecanoe,1224
,Township Board Member,Mark P Merkel,Republican,JEFFERSON TWP,71
,Township Board Member,Mark R White,Republican,Ripley,333
,Township Board Member,Mark R. Schmitt,Republican,MADISON TWP,757
,Township Board Member,Mark Ratliff,Republican,WHEATFIELD,548
,Township Board Member,Mark S. Boyer,Republican,JEFFERSON,328
,Township Board Member,Mark Stohry,Republican,WASHINGTON,166
,Township Board Member,Mark Tieken,Republican,LINCOLN,4059
,Township Board Member,MARK WHITE,Republican,STEUBEN TOWNSHIP,354
,Township Board Member,Markie  Sheehy,Republican,LAKE,522
,Township Board Member,Marla Berkes,Republican,NOBLE,569
,Township Board Member,MARLA MOORE,Republican,JACKSON,201
,Township Board Member,Marlene Fudge,Republican,Richland,77
,Township Board Member,Marlene G Frye,Republican,JACKSON,337
,Township Board Member,Marsha Fulton,Republican,MOUND TOWNSHIP,145
,Township Board Member,Marsha Wagoner,Republican,STEUBEN TOWNSHIP,149
,Township Board Member,Martha (Cullison) Miller,Republican,Jackson,323
,Township Board Member,Marthene Burnau  ,Republican,PLEASANT,383
,Township Board Member,Marty Cotterman,Republican,BIG CREEK,170
,Township Board Member,Marty Hon ,Republican,CLAY TOWNSHIPS,481
,Township Board Member,Marva K. Martz,Republican,JEFFERSON,822
,Township Board Member,Marvin Butch Jenks,Republican,POSEY,231
,Township Board Member,Marvin L Skelly,Republican,FAIRFIELD,250
,Township Board Member,Mary "Denise" VanGilder,Republican,Greenfield,139
,Township Board Member,Mary A Soll,Republican,WASHINGTON,1149
,Township Board Member,Mary Ann Beard,Republican,Rushville,1290
,Township Board Member,Mary Beth Maskow,Republican,Greenfield,212
,Township Board Member,Mary Carroll,Republican,Richland,78
,Township Board Member,Mary E Harness,Republican,WARREN,111
,Township Board Member,Mary Eckard,Republican,CLAY,19218
,Township Board Member,Mary Ellen Mcneil,Republican,Twp GERMAN,1363
,Township Board Member,Mary Grace Gish,Republican,UNION,328
,Township Board Member,Mary Jane Monnett,Republican,GREENCASTLE,1207
,Township Board Member,Mary Jo Harney,Republican,ADAMS,948
,Township Board Member,MARY L HARRIS,Republican,WARD,169
,Township Board Member,Mary L Wilkerson,Republican,Hensley,705
,Township Board Member,Mary Laverne Boston,Republican,Paoli,851
,Township Board Member,Mary Lou Zehr,Republican,HARBISON TWP,312
,Township Board Member,Mary Sue Rowland,Republican,NOBLESVILLE,11552
,Township Board Member,Marybeth Sears,Republican,Vernon Township,2263
,Township Board Member,Matt A Caster,Republican,JACKSON,140
,Township Board Member,Matt Boyd,Republican,COLUMBIA,2126
,Township Board Member,Matt Gremelspacher,Republican,Washington,250
,Township Board Member,Matt Likens,Republican,DRIFTWOOD TOWNSHIP,185
,Township Board Member,Matt Morris,Republican,GUILFORD,3951
,Township Board Member,Matt Peckhart,Republican,TROY,48
,Township Board Member,Matt Sacha,Republican,MICHIGAN,356
,Township Board Member,Matt Smith,Republican,Seward,339
,Township Board Member,Matt T Holland,Republican,Sugar Creek Township,2757
,Township Board Member,Matt Wilson,Republican,Center,2453
,Township Board Member,Matthew  Mcgowan ,Republican,CALIFORNIA,380
,Township Board Member,Matthew  Moore,Republican,OREGON,497
,Township Board Member,Matthew A Burkhart,Republican,DEER CREEK,761
,Township Board Member,Matthew A Meyer,Republican,UNION,818
,Township Board Member,Matthew Dunithan,Republican,Turkey Creek,1276
,Township Board Member,Matthew Finke,Republican,UNION,212
,Township Board Member,Matthew Hartman,Republican,CLEVELAND,1433
,Township Board Member,Matthew J Cordes,Republican,BUTLER,295
,Township Board Member,Matthew J. Snyder,Republican,CLAY,17255
,Township Board Member,Matthew Kelly,Republican,Buck Creek Township,1455
,Township Board Member,Matthew King,Republican,LAGRO,541
,Township Board Member,MATTHEW KNEPPER,Republican,HUFF TOWNSHIP,229
,Township Board Member,Matthew Peiffer,Republican,CENTER,5040
,Township Board Member,Matthew S Morris,Republican,BOGARD,72
,Township Board Member,Matthew Schaller,Republican,Center,2274
,Township Board Member,Matthew Sullivan,Republican,CENTER,338
,Township Board Member,Max E Zimmerman Jr.,Republican,SMITH,902
,Township Board Member,Max Soliday,Republican,Jefferson,653
,Township Board Member,Megan L Henderson,Republican,WALTZ,288
,Township Board Member,Melena Wheeler,Republican,ETNA TROY,395
,Township Board Member,MELISSA (WISE) BIRKY,Republican,PLEASANT,1236
,Township Board Member,Melvin Vance,Republican,WAYNE,303
,Township Board Member,Micah Borne,Republican,PREBLE TWP,280
,Township Board Member,Michael  Holmes,Republican,"MARSHALL 01, MARSHALL 02, MARSHALL 03",861
,Township Board Member,Michael (Mike) Richards,Republican,Honey Creek,2100
,Township Board Member,Michael A Boswell,Republican,CAMPBELL,194
,Township Board Member,Michael A Perry,Republican,JACKSON,220
,Township Board Member,Michael Brown,Republican,HENDRICKS,218
,Township Board Member,Michael D Henry,Republican,KIRKLIN,279
,Township Board Member,Michael D Stoner,Republican,SPARTA,399
,Township Board Member,Michael E Kelley,Republican,GENEVA,987
,Township Board Member,Michael E Kohlsdorf,Republican,HIGHLAND TOWNSHIP,357
,Township Board Member,Michael E Kyburz,Republican,LINCOLN,92
,Township Board Member,Michael E. Booth,Republican,PINE TOWNSHIP,139
,Township Board Member,Michael Greer,Republican,BOON TOWNSHIP,2626
,Township Board Member,Michael J Messmann,Republican,PERRY,6884
,Township Board Member,Michael L Goodpaster,Republican,MARION,386
,Township Board Member,Michael L Overmyer,Republican,UNION,623
,Township Board Member,Michael Niksch,Republican,CLINTON,331
,Township Board Member,Michael P Quigley,Republican,St. John,10287
,Township Board Member,Michael R McIntire,Republican,West Creek,1228
,Township Board Member,MICHAEL R ROOS,Republican,CLAY TOWNSHIP,719
,Township Board Member,Michael R. Bell,Republican,WAYNE,545
,Township Board Member,Michael S. Shireman,Republican,COLUMBUS,5696
,Township Board Member,Michael Sweney,Republican,ROOT TWP,872
,Township Board Member,Michael T Smith,Republican,HARRISON,320
,Township Board Member,Michael Woods,Republican,WALNUT,253
,Township Board Member,Michael Young,Republican,Clinton,189
,Township Board Member,Micheale E. Porter,Republican,Greenfield,123
,Township Board Member,MICHELE ALBON,Republican,CALIFORNIA,411
,Township Board Member,Michele Barger,Republican,WASHINGTON TWP,1270
,Township Board Member,Michele D Neese,Republican,CASS,66
,Township Board Member,Michelle  Hounshell,Republican,JACKSON,106
,Township Board Member,Michelle Davis,Republican,Richland Twp,1340
,Township Board Member,Michelle Harden-Price,Republican,BRAZIL,1008
,Township Board Member,Michelle Kinkead,Republican,WALNUT,275
,Township Board Member,Mickey J Read,Republican,LAKE,355
,Township Board Member,Mike A. Watts,Republican,ADAMS,762
,Township Board Member,Mike Claycomb,Republican,COAL CREEK,300
,Township Board Member,Mike Depew,Republican,WAYNE,6690
,Township Board Member,Mike Dobson,Republican,Twp CLAY,5160
,Township Board Member,Mike Earnhart,Republican,GREEN,504
,Township Board Member,MIKE KURTZ,Republican,JACKSON TOWNSHIP,290
,Township Board Member,Mike Liechty,Republican,HARTFORD TWP,187
,Township Board Member,Mike Lipscomb,Republican,FRENCH TWP,189
,Township Board Member,MIKE LUTZ,Republican,OHIO,101
,Township Board Member,Mike Magley,Republican,HANNA,246
,Township Board Member,Mike Maroska,Republican,Green Township,336
,Township Board Member,Mike Mckenzie,Republican,Sugar Creek,325
,Township Board Member,Mike Meyers,Republican,ABOITE,8683
,Township Board Member,Mike Perkins,Republican,HUNTINGTON,2903
,Township Board Member,Mike Pursifull,Republican,Nottingham,221
,Township Board Member,Mike Schuler,Republican,PAW PAW,380
,Township Board Member,Mike Wilson,Republican,OHIO TOWNSHIP,7389
,Township Board Member,Mike Wozny,Republican,Twp UNION,692
,Township Board Member,Mindy Muchow,Republican,COLUMBIA,2080
,Township Board Member,Miriam H. Carnahan,Republican,Greenfield,182
,Township Board Member,Misty  Kern,Republican,ROCK CREEK,235
,Township Board Member,Misty D Russell,Republican,SPARTA TOWNSHIPS,483
,Township Board Member,Monte Hunt,Republican,Prairieton,204
,Township Board Member,Monte Wilkinson,Republican,RICHLAND,348
,Township Board Member,Myron Eaglin,Republican,MADISON,3191
,Township Board Member,Nancy Abraham,Republican,PLEASANT,1397
,Township Board Member,Nancy E. Whitsell,Republican,GERMAN,1557
,Township Board Member,Nancy Grimes Bennett,Republican,OHIO TOWNSHIP,7180
,Township Board Member,Nancy L Lowe,Republican,Adams Twp,1127
,Township Board Member,Nancy M Walker,Republican,MONROE TWP,585
,Township Board Member,Nancy R. Singleton,Republican,WASHINGTON,2192
,Township Board Member,Naomi Holloway-Harris,Republican,TROY,1544
,Township Board Member,Natalie Kanaby,Republican,RANDOLPH,174
,Township Board Member,Nate Hofmann,Republican,WASHINGTON,369
,Township Board Member,Nate Uldricks,Republican,PINE,542
,Township Board Member,Nathan A Kuehnert,Republican,LAKE,617
,Township Board Member,Nathan Gibson,Republican,SILVER CREEK,1815
,Township Board Member,Nathan M Mcclain,Republican,Clay,440
,Township Board Member,Nathan Mendenhall,Republican,UNION,366
,Township Board Member,Neal J Clark,Republican,JACKSON,255
,Township Board Member,Neil R. Kline,Republican,UNION,340
,Township Board Member,Neil Whittington,Republican,BLOOMING GROVE TOWNSHIP,231
,Township Board Member,Nelson Hoggatt,Republican,MADISON,1425
,Township Board Member,Nelson Le Count,Republican,ELKHART,212
,Township Board Member,Neva G Boyce,Republican,Clay,865
,Township Board Member,Nicholas L Grant,Republican,LIBERTY,538
,Township Board Member,Nicholas Middleton,Republican,PRAIRIE,756
,Township Board Member,Nicholas Wildeman  ,Republican,ARMSTRONG,455
,Township Board Member,NICHOLAS YEARBY,Republican,GRASS TOWNSHIP,266
,Township Board Member,Nick Kopkey,Republican,CHESTER,1171
,Township Board Member,NICOLE CAYLOR,Republican,CENTER,7860
,Township Board Member,Nicole Dora,Republican,Jackson,77
,Township Board Member,Noah Stetzel,Republican,JEFFERSON,530
,Township Board Member,Nora Proffet,Republican,SALUDA,207
,Township Board Member,Norbert Sarrazine,Republican,JEFFERSON,387
,Township Board Member,NORMA J BAKER,Republican,CENTER,375
,Township Board Member,Norman E Souder,Republican,WASHINGTON,1526
,Township Board Member,Norman L Anderson,Republican,MADISON,116
,Township Board Member,NORMAN LLOYD HUGHES,Republican,HAMMOND TOWNSHIP,392
,Township Board Member,NORMAN PFAFMAN,Republican,SALEM TOWNSHIP,272
,Township Board Member,Nyle W Miller,Republican,HENRY,390
,Township Board Member,Oren L. Chumley,Republican,WEBSTER,382
,Township Board Member,Otto (Dick) Leis,Republican,LIBERTY,458
,Township Board Member,Paige Woodhouse,Republican,Harrison,156
,Township Board Member,Pam Chamberlain,Republican,JACKSON,96
,Township Board Member,Pam Wate,Republican,TAYLOR,172
,Township Board Member,Pamala Buteau Leming,Republican,FRANKLIN,631
,Township Board Member,Pamela J Lindamood,Republican,JACKSON,394
,Township Board Member,Pamela Weisheit-Hart,Republican,BOONE TWP,214
,Township Board Member,Parker Judah,Republican,"MARSHALL 01, MARSHALL 02, MARSHALL 03",881
,Township Board Member,Pat Foster,Republican,WASHINGTON TOWNSHIP,490
,Township Board Member,Pat Loman,Republican,Jackson,673
,Township Board Member,Patricia (Patti) Lindahl,Republican,COLFAX,37
,Township Board Member,Patricia A Lehr,Republican,FLOYD,784
,Township Board Member,Patricia A. Ravinet,Republican,Boston,176
,Township Board Member,Patricia J Merrifield,Republican,"Bloomfield 1, Bloomfield 2, Bloomfield 3, Bloomfield 4",604
,Township Board Member,Patricia Watson,Republican,CENTER,422
,Township Board Member,Patrick Ballard  ,Republican,ERIE,105
,Township Board Member,Patrick H O'Donnell,Republican,WASHINGTON,125
,Township Board Member,Patrick Landrigan,Republican,Monroe,233
,Township Board Member,Patrick Seib,Republican,SCOTT,2626
,Township Board Member,Patryce Loftin,Republican,FAIRMOUNT,600
,Township Board Member,Patsy Wynn,Republican,CENTER,1779
,Township Board Member,Patty  Hauri,Republican,Columbia 1,145
,Township Board Member,Patty Clancy,Republican,Vienna,1038
